code,product_name,categories_en,ingredients_text,additives_en,nutrition_grade_fr,energy_100g,fat_100g,sugars_100g,proteins_100g,salt_100g,carbohydrates_100g,cholesterol_100g,fiber_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b9_100g,iron_100g
0038000219634,Frosted Flakes,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Corn flakes","MILLED CORN, SUGAR, CONTAINS 2% OR LESS OF MALT, FLAVORING, SALT, BHT FOR FRESHNESS. VITAMINS AND MINERALS: IRON, VITAMIN C (ASCORBIC ACID AND SODIUM ASCORBATE), NIACINAMIDE, VITANIIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITANIIN B1 (THIAMIN HYDROCHLORIDE). VITAMIN A PALMITATE, FOLIC ACID, VITAMIN D, VITAMIN B12.  ","E101 - Riboflavin,E101i - Riboflavin,E301 - Sodium ascorbate",d,1600.0,0.0,35.3,5.88,1.2,88.2,0.0,2.94,0.471,0.000441,0.0176,0.0011,0.00125,0.0147,0.000294,0.0132
0038000391200,Froot Loops,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals","Sugar, com flour blend (whole grain yellow corn flour, degerminated yellow com flour), wheat flour, whole grain oat flour, oat fiber, soluble corn fiber, contains 2% or less of partially hydrogenated vegetable oil (coconut, soybean and/or cottonseed), salt, red 40, natural flavor, blue 2, turmeric color, yellow 6, annatto color, blue 1, BHT for freshness, Vitamin C (sodium ascorbate and ascorbic acid), niacinamide, Reduced iron, zinc oxide, vitamin B6 (pyridoxine hydrochloride), vitamin B2 (riboflavin), vitamin B1 (thiamin hydrochloride), vitamin A palmitate, folic acid, vitamin D, vitamin B12.  CONTAINS WHEAT INGREDIENTS. CORN USED IN THIS PRODUCT MAY CONTAIN TRACES OF SOYBEANS.  ","E101 - Riboflavin,E101i - Riboflavin,E110 - Sunset yellow FCF,E129 - Allura red ac,E133 - Brilliant blue FCF,E300 - Ascorbic acid",d,1590.0,3.45,41.4,3.45,1.18,89.7,0.0,10.3,0.466,0.000517,0.0517,0.00129,0.00147,0.0172,0.000345,0.0155
0038000596582,Frosted Flakes,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Corn flakes","Milled corn sugar, contains 2% or less of malt flavor, salt, BHT for freshness. Vitamins and Minerals: Iron, vitamin c (ascorbic acid and sodium ascorbic), niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B2 (riboflavin), vitamin B1 (thiamin hydrochloride), vitamin A palmitate, folic acid, vitamin D, vitamin B12.","E101 - Riboflavin,E101i - Riboflavin",d,1590.0,0.0,34.5,3.45,1.31,89.7,0.0,3.45,0.517,0.000517,0.0207,0.00129,0.00147,0.0172,0.000345,0.0155
0038000599231,Special K Red Berries,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals","Rice, whole grain _wheat_, sugar, _wheat_ bran, freeze-dried strawberries, soluble wheat fiber, contains 2% or less of brown sugar syrup, salt, malt flavor. Vitamins and Minerals: Vitamin C (ascorbic acid), reduced iron, niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B1 (thiamin hydrochloride), Vitamin (thiamin hydrochloride), vitamin B2 (riboflavin), vitamin A palmitate, folic acid, vitamin B12, vitamin D3.","E101 - Riboflavin,E101i - Riboflavin,E300 - Ascorbic acid",d,1480.0,0.0,29.0,6.45,1.56,87.1,0.0,9.68,0.613,0.000484,0.0677,0.00169,0.00192,0.0226,0.000452,0.0261
0038000787270,Special K Protein,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Rice flakes,Wheat flakes","Whole grain _wheat_, _wheat_ _gluten_, sugar, rice, _soy_ protein isolate, _wheat_ bran, defatted _soy_ grits, contains 2% or less of salt, cinnamon, malt flavor, L-lysine monohydrochloride, _soy_ lecithin, sucralose, BHT for freshness. Vitamins and Minerals: Reduced iron, niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B1 (thiamin hydrochloride), vitamin A palmitate, vitamin B2 (riboflavin), folic acid, vitamin B12, vitamin D3.","E101 - Riboflavin,E101i - Riboflavin,E322 - Lecithins,E322i - Lecithin,E955 - Sucralose",c,1570.0,3.12,21.9,31.2,1.51,59.4,0.0,9.38,0.594,0.000469,0.0,0.00164,0.00186,0.0219,0.000437,0.0253
0041000082481,Cheesy Bacon Macaroni,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","Enriched macaroni product [semolina and durum flour (wheat), niacin, ferrous sulfate (iron), thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], corn starch, salt, cheddar cheese (pasteurized milk, cheese cultures, salt, enzymes), bacon [(cured with water, salt, sugar, sodium phosphate, sodium ascorbate, sodium nitrite), hickory smoke flavor], whey, maltodextrin (corn, potato), sodium citrate, butter (cream, salt), torula yeast, onion powder, natural flavor (milk), yeast extract, annatto extract and turmeric (for color), disodium guanylate, disodium inosinate, onion juice concentrate.","E101 - Riboflavin,E101i - Riboflavin,E250 - Sodium nitrite,E301 - Sodium ascorbate,E331 - Sodium citrates,E339 - Sodium phosphates,E375 - Nicotinic acid,E627 - Disodium guanylate,E631 - Disodium inosinate",c,1536.0,2.5,3.33,13.33,3.13182,71.67,0.008,3.3,1.233,0.0,0.0,0.006,0.002833,0.005,6e-05,0.0024
0041250100409,White Hamburger Enriched Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched unbleached flour [wheat flour, malted barley flour, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], water, high fructose corn syrup, yeast, soybean oil, salt, wheat gluten, monoglycerides, calcium propionate (a preservative), vinegar, citric acid, calcium sulfate, ascorbic acid.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E300 - Ascorbic acid,E330 - Citric acid,E375 - Nicotinic acid,E516 - Calcium sulphate",b,1184.0,3.26,6.52,8.7,1.1049,52.17,0.0,2.2,0.435,0.0,0.0,0.005,0.002957,0.004348,4.6e-05,0.00391
0041250100416,White Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched unbleached flour[ wheat flour, malted barley flour, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], wter, high fructose corn syrup, yeast, soybean oil, salt, wheat gluten, monoglycerides, calcium propionate (a preservative), sodium stearoyl lactylate, calcium sulfate, citric acid, ascorbic acid.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E300 - Ascorbic acid,E330 - Citric acid,E375 - Nicotinic acid,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate",b,1142.0,3.41,6.82,6.82,1.09728,50.0,0.0,2.3,0.432,0.0,0.0,0.005,0.003091,0.004545,4.4e-05,0.00327
0041250678557,Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched unbleached flour [wheat flour, malted barley flour, reduced iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], water, yeast, high fructose corn syrup, wheat bran, soybean oil, whole grain wheat flour, whole grain oatmeal wheat gluten, salt, rye flour, barley flakes, calcium propionate (a preservative), sodium stearoyl lactylate, monoglycerides, calcium sulfate, citric acid, ascorbic acid.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E300 - Ascorbic acid,E330 - Citric acid,E375 - Nicotinic acid,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate",b,1046.0,3.41,4.55,9.09,1.03886,50.0,0.0,2.3,0.409,0.0,0.0,0.005,0.003091,0.004545,4.4e-05,0.00409
0041268138418,Oats & More with Strawberries Cereal,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products","Corn, whole grain _wheat_, sugar, whole grain rolled _oats_, brown sugar, whole grain _oat_ flour, rice, dried strawberries, corn syrup, canola oil, salt, malt syrup, honey, natural flavors (includes _coconut_), BHT (a preservative), red 40, annatto extract (for color) Vitamins and minerals: sodium ascorbate (vitamin c), reduced iron, niacinamide, zinc oxide, vitamin a, palmitate, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1), alpha tocopherol acetate (vitamin e), folic acid, vitamin d, vitamin b12","E101 - Riboflavin,E101i - Riboflavin,E129 - Allura red ac,E301 - Sodium ascorbate,E321 - Butylated hydroxytoluene (bht)",c,1620.0,3.23,25.8,6.45,1.02,83.9,0.0,6.45,0.403,0.00121,0.029,0.00121,0.00137,0.0161,0.000645,0.029
0041303000649,Rotini,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.  CONTAINS _WHEAT_  ","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,73.2,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00714,0.000214,0.00321
0042400124962,Apple Zings,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Puffed grains,Puffed cereals","Farine de maïs, farine complète de _blé_ et d'_avoine_, sucre, sirop de maïs, sel, concentré de jus de pommes, pommes séchées, arôme naturel, semoule de maïs, amidon modifié de maïs, vitamine C (ascorbate de sodium et acide ascorbique), cannelle, colorant jaune 6 ,  carbonate de calcium, Niacine (Niacinamide), Fer réduit, Zinc (Oxyde de Zinc), Palmitate de Vitamine A, Bicarbonate de Soda, Vitamine B12, Folate (acide folique), Jaune 5, Vitamine B6 (chlorhydrate de pyridoxine), Vitamine B2 (Riboflavine), Vitamine B1 ( Chlorhydrate de thiamine), vitamine D, colorant rouge 40, colorant bleu 1, conservateur (BHT)","E101 - Riboflavin,E101i - Riboflavin,E14XX - Modified Starch,E170 - Calcium carbonate,E300 - Ascorbic acid,E301 - Sodium ascorbate,E321 - Butylated hydroxytoluene (bht),E375 - Nicotinic acid",d,1648.0,3.03,45.45,3.03,1.1557,87.88,0.0,3.0,0.455,0.0004545,0.0182,0.011,0.012879,0.015152,3.3e-05,0.02727
0042400148647,Tootie Fruities,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products","Corn, wheat and whole grain oat flour, sugar, salt, calcium carbonate, natural orange, lemon, cherry, blueberry, raspberry, lime and other flavors, vitamin C (sodium ascorbate and ascorbic acid), yellow 6, niacin (niacinamide), vitamin A palmitate, reduced iron, zinc (zinc oxide), red 40, blue 1, vitamin B12, yellow 5, folate (folic acid), vitamin B6 (pyridoxine hydrochloride), vitamin B1 (thiamin hydrochloride), vitamin B2 (riboflavin), vitamin D. BHT (to preserve freshness)","E101 - Riboflavin,E101i - Riboflavin,E102 - Tartrazine,E110 - Sunset yellow FCF,E129 - Allura red ac,E133 - Brilliant blue FCF,E170 - Calcium carbonate,E300 - Ascorbic acid,E321 - Butylated hydroxytoluene (bht),E375 - Nicotinic acid",d,1700.0,3.12,46.9,6.25,1.19,87.5,0.0,3.12,0.469,0.000469,0.0187,0.00117,0.00133,0.0156,0.000625,0.0281
0047325907645,Angel hair,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,73.2,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00714,0.000214,0.00321
0048121277079,PLAIN BAGELS,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Bagel","UNBLEACHED ENRICHED _WHEAT_ FLOUR [FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, NIACIN, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID, WATER, SUGAR, _WHEAT_ _GLUTEN_, SALT, YEAST, CORNMEAL, PRESERVATIVE (CALCIUM PROPIONATE, SORBIC ACID), MONOGLYCERIDES, CELLULOSE GUM, CITRIC ACID, XANTHAN GUM, _SOY_ LECITHIN, CORNSTARCH.","E101 - Riboflavin,E101i - Riboflavin,E200 - Sorbic acid,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E375 - Nicotinic acid,E415 - Xanthan gum,E466 - Sodium carboxy methyl cellulose",b,1150.0,1.05,6.32,9.47,1.2,55.8,0.0,2.11,0.474,0.0,0.0,0.000395,0.000268,0.00316,0.000105,0.00284
0050400151000,Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, high fructose corn syrup, yeast, soybean oil, wheat gluten, salt, mono- and diglycerides, calcium propionate (preservative), datem, calcium sulfate, grain vinegar, citric acid, soy lecithin, potassium iodate, monocalcium phosphate.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E375 - Nicotinic acid,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E516 - Calcium sulphate,E917 - Potassium iodate",b,1167.0,2.33,6.98,9.3,1.1811,51.16,0.0,2.3,0.465,0.0,0.0,0.003,0.002372,0.002791,4.3e-05,0.00335
0050400739543,Golden Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, high fructose corn syrup, yeast, wheat gluten, soybean oil, salt, honey, monoglycerides, calcium propionate (preservative), datem, corn flour, calcium sulfate, monocalcium phosphate, citric acid, spice & coloring, potassium iodate, soy lecithin.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E375 - Nicotinic acid,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E516 - Calcium sulphate,E917 - Potassium iodate",c,1238.0,3.7,9.26,9.26,1.27,51.85,0.0,1.9,0.5,0.0,0.0,0.004,0.002519,0.002963,5.4e-05,0.00267
00511537,Italian Macaroni,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","ENRICHED DURUM _WHEAT_ SEMOLINA (SEMOLINA _WHEAT_, NIACIN, IRON LACTATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID).","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,73.2,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00536,0.000214,0.00321
0063667301859,Organic Fortified Soy Beverage - Chocolate,"Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Plant-based beverages,Milk substitute,Plant milks,Legume milks,Soy milks,Chocolate soy milks,Non-sugared beverages","filtered water, whole organic soybeans, organic cane sugar, organic sunflower oil, organic canola oil, organic cocoa, calcium carbonate, natural falvours, sea salt, xanthan gum, vitamin A, palmitate, riboflavin, vitamin D2, vitamin B12, thiamine, niacin, vitamin B6, pantothenate","E101 - Riboflavin,E101i - Riboflavin,E170 - Calcium carbonate,E375 - Nicotinic acid,E415 - Xanthan gum",b,268.0,2.4,7.6,2.8,0.142,8.0,0.0,0.4,0.056,6e-05,0.0,4.8e-05,0.00017,0.0008,9.6e-06,0.00072
0065633279667,Multi Grain Cheerios,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals","Avoine entière sans gluten, maïs entier, sucre et (ou) sucre doré, amidon de maïs, farine de riz brun, son de maïs, farine de sorgho entier, farine de millet entier, sirop de raffinerie, sel, carbonate de calcium, phosphate trisodique, monoglycérides, colorant caramel et rocou, tocophérols, vitamine et minéraux : fer, niacinamide, pantothénate de calcium, chlorhydrate de pyridoxine (vitamine B6), acide folique.","E150 - Caramel,E170 - Calcium carbonate,E307c - Tocopherol,E339 - Sodium phosphates,E339iii - Trisodium phosphate",c,1530.0,5.0,20.0,6.67,1.35,80.0,0.0,10.0,0.533,0.0,0.0,0.0002,0.000113,0.004,0.000107,0.018
0068505300308,Campagnolo à 9 grains entiers fait à l'huile d'olive,fr:Miche-de-pain-fait-d-huile-d-olive,"INGRÉDIENTS: FARINE DE BLÉ INTÉGRALE, FARINE DE BLÉ ENTIER AVEC GERME,MÉLANGE DE GRAINS ENTIERS (GRAINES DE LIN MOULUES,FLOCONS D’AVOINE, GRAINES DE TOURNESOL, GRAINES DE LIN, BLÉ DUR CONCASSÉ, SEIGLE CONCASSÉ,  SARRASIN DÉCORTIQUÉ CONCASSÉ , MILLET CONCASSÉ, SEMOULE DE MAIS, GRAINES DE SÉSAME),GLUTEN DE BLÉ, LEVURE ET HUILE D’OLIVE EXTRA VIERGE PRESSÉE À FROID, SUCRE, SEL, LÉCITHINE DE SOYA, VINAIGRE, PROPIONATE DE CALCIUM,  ACIDE SORBIQUE, ENZYMES, FARINE DE SOYA. GARNITURE : GRAINES DE LIN, MILLET.","E200 - Sorbic acid,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin",a,1060.0,5.63,1.41,12.7,0.93,39.4,0.0,8.45,0.366,0.0,0.00507,0.000423,0.000144,0.00225,0.000113,0.0038
0068820104001,Tortellini aux fines herbes farcis au fromage,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Meals,Pastas,Stuffed Pastas,Tortellini,Fresh pasta","Pâtes : semoule de blé dur enrichie (semoule, niacine, sulfate ferreux, mononitrate de thiamine, riboflavine, acide folique), eau, oeuf entier liquide, jaune d'oeuf liquide, fines herbes, herbes, poudre d'ail. Garniture : fromage (Ricotta, romano, parmesan (lait, lactosérum, culture bactérienne, sel, acide citrique, chlorure de calcium, enzyme microbienne, lipase), chapelure de blé grillée, huile de canola, poudre de lactosérum, sel, poudre d'ail, poudre d'oignon.","E101 - Riboflavin,E101i - Riboflavin,E1104 - Lipase,E330 - Citric acid,E375 - Nicotinic acid,E509 - Calcium chloride",a,1230.0,7.06,1.18,9.41,0.747,49.4,0.0294,2.35,0.294,3.53e-05,0.0,0.000618,0.0002,0.00471,0.000212,0.00318
0071025002645,"Holsum, Sof-Buns, Sliced Enriched Hamburger Buns","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Unbleached enriched wheat flour [flour, barley malt, niacin (vitamin b3), iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid (vitamin b9)], water, corn syrup, yeast, contains 2% or less of the following: soybean oil, salt, sugar, dough conditioners (monoglycerides, ethoxylated mono- and diglycerides, sodium stearoyl lactylate, ascorbic acid), wheat gluten, yeast nutrients (calcium sulfate, monocalcium phosphate, ammonium sulfate), calcium propionate (to retain freshness), wheat starch, soy lecithin.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E300 - Ascorbic acid,E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E375 - Nicotinic acid,E471 - Mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate,E517 - Ammonium sulphate",b,1071.0,3.49,4.65,6.98,1.30048,48.84,0.0,2.3,0.512,0.0,0.0,0.005,0.003953,0.004651,4.3e-05,0.00251
0071314002240,"Hearth, Classic Sesame Hamburger Buns","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched bleached flour [wheat flour, malted barley flour, wheat starch, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], water, sugar, soybean oil, wheat gluten, salt, yeast, yeast nutrients (calcium sulfate, monocalcium phosphate, ammonium sulfate), calcium propionate (a mold inhibitor), monoglycerides, potassium chloride, yellow corn flour, sodium stearoyl lactylate, sodium gluconate, spice oils (turmeric and annatto), modified corn starch, citric acid, ascorbic acid, sodium alginate, polysorbate 60; topped with sesame seeds.","E101 - Riboflavin,E101i - Riboflavin,E160b - Annatto,E282 - Calcium propionate,E300 - Ascorbic acid,E330 - Citric acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E375 - Nicotinic acid,E401 - Sodium alginate,E435 - Polyoxyethylene sorbitan monostearate,E481 - Sodium stearoyl-2-lactylate,E508 - Potassium chloride,E516 - Calcium sulphate,E517 - Ammonium sulphate,E576 - Sodium gluconate",b,1046.0,3.33,5.0,8.33,0.889,45.0,0.0,1.7,0.35,0.0,0.0,0.005,0.002267,0.003333,6e-05,0.003
0071314003421,"Homestyle, Honey Hamburger Buns","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched unbleached flour [wheat flour, malted barley flour, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], water, yeast, honey, soybean oil, wheat gluten, salt, monoglycerides, calcium propionate (a preservative), yellow corn flour, sodium stearoyl lactylate, spice oils (turmeric and annatto), modified corn starch, calcium sulfate, citric acid, ascorbic acid, sodium alginate, mono-and diglycerides, polysorbate 60.","E101 - Riboflavin,E101i - Riboflavin,E160b - Annatto,E282 - Calcium propionate,E300 - Ascorbic acid,E330 - Citric acid,E375 - Nicotinic acid,E401 - Sodium alginate,E435 - Polyoxyethylene sorbitan monostearate,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate",b,1117.0,3.33,5.0,8.33,1.05918,50.0,0.0,1.7,0.417,0.0,0.0,0.006,0.002833,0.005,6e-05,0.003
0071314028721,Enriched White Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched unbleached flour [wheat flour, malted barley flour, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], water, high fructose corn syrup, yeast, soybean oil, wheat gluten, salt, calcium propionate (a preservative), monoglycerides, yellow corn flour, sodium stearoyl lactylate, spice oils (turmeric and annatto), modified corn starch, calcium sulfate, citric acid, ascorbic acid, sodium alginate, polysorbate 60.","E101 - Riboflavin,E101i - Riboflavin,E160b - Annatto,E282 - Calcium propionate,E300 - Ascorbic acid,E330 - Citric acid,E375 - Nicotinic acid,E401 - Sodium alginate,E435 - Polyoxyethylene sorbitan monostearate,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate",b,1117.0,3.33,6.67,8.33,1.09982,51.67,0.0,1.7,0.433,0.0,0.0,0.006,0.002833,0.005,6e-05,0.0045
0071314033787,Hearth Hawaiian Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched unbleached flour [wheat flour, malted barley flour, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], water, sugar, yeast, soybean oil, wheat gluten, salt, yellow corn flour, calcium propionate (a preservative), natural and artificial flavors, monoglycerides, sodium stearoyl, lactylate, ethoxylated mono- and diglycerides, spice oils (turmeric and annatto), modified food starch, calcium sulfate, citric acid, ascorbic acid, sodium alginate, polysorbate 60.","E101 - Riboflavin,E101i - Riboflavin,E160b - Annatto,E282 - Calcium propionate,E300 - Ascorbic acid,E330 - Citric acid,E375 - Nicotinic acid,E401 - Sodium alginate,E435 - Polyoxyethylene sorbitan monostearate,E471 - Mono- and diglycerides of fatty acids,E516 - Calcium sulphate",b,1184.0,4.17,11.67,8.33,1.016,55.0,0.0,1.7,0.4,0.0,0.0,0.006,0.00425,0.006667,6e-05,0.0045
0071314038737,"Hearth, Classic White Hamburger Buns","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched unbleached flour [wheat flour, malted barley flour, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], water, yeast, sugar, soybean oil, wheat gluten, salt, monoglycerides, calcium propionate (a preservative), sodium stearoyl lactylate, potassium chloride, sodium gluconate, yellow corn flour, spice oils (turmeric and anntto), calcium sulfate, citric acid, ascorbic acid, modified corn starch, sodium alginate, diglycerides, polysorbate 60.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E300 - Ascorbic acid,E330 - Citric acid,E375 - Nicotinic acid,E401 - Sodium alginate,E435 - Polyoxyethylene sorbitan monostearate,E481 - Sodium stearoyl-2-lactylate,E508 - Potassium chloride,E516 - Calcium sulphate,E576 - Sodium gluconate",b,1117.0,3.33,6.67,8.33,0.889,51.67,0.0,1.7,0.35,0.0,0.0,0.005,0.00425,0.005,6e-05,0.003
0071314058827,"Hearth, Whole Grain Hamburger Buns","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Water, whole grain wheat flour, enriched unbleached flour [wheat flour, malted barley flour, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], oat fiber, wheat gluten, yeast, sugar, modified wheat starch soybean oil, salt, malt, vinegar, monoglycerides, potassium chloride, calcium propionate (a preservative), cellulose gum, datem, sodium gluconate, sodium stearoyl lactylate, calcium sulfate, meltodextrin, carrageenan, modified corn starch, citric acid, ascorbic acid, diglycerides, sodium alginate, polysorbate 60.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E300 - Ascorbic acid,E330 - Citric acid,E375 - Nicotinic acid,E401 - Sodium alginate,E407 - Carrageenan,E435 - Polyoxyethylene sorbitan monostearate,E466 - Sodium carboxy methyl cellulose,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E508 - Potassium chloride,E516 - Calcium sulphate,E576 - Sodium gluconate",a,766.0,2.5,5.0,10.0,0.80518,43.33,0.0,10.0,0.317,0.0,0.0,0.002,0.00425,0.008333,6e-05,0.0024
0071314060134,Pretzel Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, yeast, invert sugar, soybean oil, contains less than 2% of salt, sugar, vinegar, wheat gluten, mono- and diglycerides, calcium sulfate, guar gum, calcium carbonate, datem, ascorbic acid, enzymes, calcium propionate (preservative).","E101 - Riboflavin,E101i - Riboflavin,E170 - Calcium carbonate,E282 - Calcium propionate,E300 - Ascorbic acid,E375 - Nicotinic acid,E412 - Guar gum,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E516 - Calcium sulphate",b,1188.0,4.05,1.35,8.11,1.30556,51.35,0.0,1.4,0.514,0.0,0.0162,0.004,0.000459,0.004054,7.4e-05,0.00365
